1022,11663891,UNCLASSIFIED,WAL-MART SUPERCENTER - 5192,916-729-6236,5821 ANTELOPE ROAD, ,ANTELOPE,CA,95843, ,SACRAMENTO,6067, , , , ,2010-04-27T00:00:00.000Z,ALT REF,2010-04-27T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,24483017,-121.331827,38.704296,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALMART.COM,1467470252,2,WAL-MART STORES INC,WALMART PHARMACY 105192,3,702 SW 8TH ST, ,BENTONVILLE,AR,727160445,US, , ,07/18/2006,03/12/2009,332B00000X, , ,333600000X, , ,3336C0003X,47502,CA, , , , , , , , , , , , , , , 
1023,11661504,UNCLASSIFIED,WAL-MART - 1697,916-684-7104,8465 ELK GROVE BOULEVARD, ,ELK GROVE,CA,95758,9573,SACRAMENTO,6067, , , , ,2010-04-27T00:00:00.000Z,ALT REF,2010-04-27T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,28401307,-121.391553,38.411798,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALMART.COM,1023035441,2,WAL-MART PHARMACY INC WEST,WAL-MART PHARMACY,3,702 SW 8TH ST, ,BENTONVILLE,AR,727166209,US, , ,07/16/2006,01/29/2009,332B00000X, , ,333600000X, , ,3336C0003X,PHY37436,CA, , , , , , , , , , , , , , , 
1024,11654968,UNCLASSIFIED,SAFEWAY,916-691-3777,5021 LAGUNA BOULEVARD, ,ELK GROVE,CA,95758,5262,SACRAMENTO,6067, , , , ,2010-04-27T00:00:00.000Z,ALT REF,2010-04-27T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,24470939,-121.446563,38.424282,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.SAFEWAY.COM,1548299555,2,SAFEWAY INC,SAFEWAY PHARMACY #1647,3,20427 N 27TH AVE # MSC4551, ,PHOENIX,AZ,850273241,US, , ,07/02/2006,12/08/2008,333600000X,PHY44473,CA,3336C0003X, , , , , , , , , , , , , , , , , , , , 
1025,11641380,UNCLASSIFIED,WAL-MART - 1881,916-332-4427,7901 WATT AVENUE, ,ANTELOPE,CA,95843,2000,SACRAMENTO,6067, , , , ,2010-04-27T00:00:00.000Z,ALT REF,2010-04-27T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,24451513,-121.394667,38.712747,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALMART.COM,1215954631,2,WAL-MART STORES INC,WAL-MART STORES INC,3,702 SW 8TH ST, ,BENTONVILLE,AR,727160445,US, , ,07/16/2006,04/30/2009,332B00000X, , ,333600000X, , ,3336C0003X,PHY38993,CA, , , , , , , , , , , , , , , 
1026,11707429,UNCLASSIFIED,TARGET,916-526-0302,5837 SUNRISE BOULEVARD, ,CITRUS HEIGHTS,CA,95610,6866,SACRAMENTO,6067, , , , ,2010-04-27T00:00:00.000Z,ALT REF,2010-04-27T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,762031830,-121.274726,38.672924,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.TARGET.COM,1083875330,2,TARGET CORPORATION AND SUBSIDIARIES,TARGET PHARMACY,3,1000 NICOLLET MALL # 0910, ,MINNEAPOLIS,MN,554032542,US, , ,06/19/2008,11/20/2008,332B00000X, , ,3336C0003X,PHY49120,CA, , , , , , , , , , , , , , , , , , 
1027,11698004,UNCLASSIFIED,KAISER PERMANENTE SACRAMENTO MEDICAL CENTER PHARMACY,916-973-5000,2025 MORSE AVENUE, ,SACRAMENTO,CA,95825,2115,SACRAMENTO,6067, , , , ,2010-04-27T00:00:00.000Z,ALT REF,2010-04-28T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,127829780,-121.393044,38.602184,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTPS://WWW.KAISERPERMANENTE.ORG,1649328477,2,KAISER FOUNDATION HOSPITALS,KAISER FDN HSP INP GROUND FLR PHY,3,12254 BELLFLOWER BLVD FL 2,PHARMACY PROFESSIONAL AFFAIRS,DOWNEY,CA,902422804,US,5626583671,5626583712,01/08/2007,09/29/2009,3336I0012X,HSP18106,CA, , , , , , , , , , , , , , , , , , , , , 
1028,11672008,UNCLASSIFIED,WALGREENS - 3185,415-543-9502,825 MARKET STREET, ,SAN FRANCISCO,CA,94103,1901,SAN FRANCISCO,6075, , , , ,2010-04-06T00:00:00.000Z,ALT REF,2010-04-12T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,28401556,-122.406392,37.785031,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALGREENS.COM,1639185283,2,WALGREEN CO,WALGREENS #03185,3,1901 E VOORHEES ST,MS720,DANVILLE,IL,618344509,US,2175548964,2175548546,08/01/2006,04/24/2008,3336C0003X, , ,332B00000X, , ,333600000X,PHY40773,CA, , , , , , , , , , , , , , , 
1029,11672007,UNCLASSIFIED,WALGREENS - 4529,415-355-0800,2145 MARKET STREET, ,SAN FRANCISCO,CA,94114,1321,SAN FRANCISCO,6075, , , , ,2010-04-06T00:00:00.000Z,ALT REF,2010-04-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,23610533,-122.429729,37.766539,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALGREENS.COM,1720094378,2,WALGREEN CO,WALGREENS #04529,3,1901 E VOORHEES ST,MS720,DANVILLE,IL,618344509,US,2175548964,2175548546,08/01/2006,04/24/2008,3336C0003X, , ,332B00000X, , ,333600000X,PHY44203,CA, , , , , , , , , , , , , , , 
1030,11672009,UNCLASSIFIED,WALGREENS - 896,415-668-5202,3601 CALIFORNIA STREET, ,SAN FRANCISCO,CA,94118,1701,SAN FRANCISCO,6075, , , , ,2010-04-06T00:00:00.000Z,ALT REF,2010-04-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,23807710,-122.453546,37.786147,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALGREENS.COM,1548276199,2,WALGREEN CO,WALGREENS #00896,3,1901 E VOORHEES ST,MS720,DANVILLE,IL,618344509,US,2175548964,2175548546,08/01/2006,04/24/2008,3336C0003X, , ,332B00000X, , ,333600000X,PHY16809,CA, , , , , , , , , , , , , , , 
1031,11671907,UNCLASSIFIED,WALGREENS - 890,415-391-7222,135 POWELL STREET, ,SAN FRANCISCO,CA,94102,2203,SAN FRANCISCO,6075, , , , ,2010-04-06T00:00:00.000Z,ALT REF,2010-04-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,23614641,-122.408246,37.785997,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALGREENS.COM,1134135502,2,WALGREEN CO,WALGREENS #00890,3,1901 E VOORHEES ST, ,DANVILLE,IL,618344509,US,2175548964,2175548546,07/31/2006,04/24/2008,3336C0003X, , ,332B00000X, , ,333600000X,PHY9156,CA, , , , , , , , , , , , , , , 
1032,11678833,UNCLASSIFIED,BEL AIR - 509,916-796-6104,1039 SUNRISE AVENUE, ,ROSEVILLE,CA,95661,7004,PLACER,6061, , , , ,2010-04-06T00:00:00.000Z,ALT REF,2010-04-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,127821776,-121.270829,38.728651,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RALEYS.COM,1558471219,2,BEL AIR MARKET INC, , ,1039 SUNRISE AVE, ,ROSEVILLE,CA,956617004,US,9167866104, ,08/30/2006,02/13/2008,3336C0003X,PHY39086,CA, , , , , , , , , , , , , , , , , , , , , 
1033,11698005,UNCLASSIFIED,KAISER PERMANENTE POINT WEST MEDICAL OFFICE PHARMACY,916-614-4065,1650 RESPONSE ROAD, ,SACRAMENTO,CA,95815,4807,SACRAMENTO,6067, , , , ,2010-04-27T00:00:00.000Z,ALT REF,2010-04-27T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,24456676,-121.429888,38.596262,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTPS://WWW.KAISERPERMANENTE.ORG,1558419382,2,KAISER FOUNDATION HEALTH PLAN INC,KAISER POINT WEST MAIN PHY,3,1650 RESPONSE RD, ,SACRAMENTO,CA,958154807,US, , ,01/08/2007,07/08/2007,3336C0002X,PHY43320,CA,3336C0003X, , , , , , , , , , , , , , , , , , , , 
1034,11671563,UNCLASSIFIED,RITE AID - 6062,916-786-8671,4004 FOOTHILLS BOULEVARD, ,ROSEVILLE,CA,95747,7233,PLACER,6061, , , , ,2010-04-08T00:00:00.000Z,ALT REF,2010-04-08T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,24450869,-121.311345,38.752298,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RITEAID.COM,1710993019,2,THRIFTY PAYLESS INC,RITE AID PHARMACY 06062,3,200 NEWBERRY COMMONS, ,ETTERS,PA,173199363,US,7177612633,7179758659,07/31/2006,01/12/2009,332B00000X, , ,3336C0003X,PHY42769,CA, , , , , , , , , , , , , , , , , , 
1035,11678719,UNCLASSIFIED,BEL AIR - 518,916-632-0184,2341 SUNSET BOULEVARD, ,ROCKLIN,CA,95765,4337,PLACER,6061, , , , ,2010-04-06T00:00:00.000Z,ALT REF,2010-04-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,24448711,-121.264634,38.798167,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RALEYS.COM,1326158080,2,BEL AIR MARKET INC, , ,2341 SUNSET BLVD, ,ROCKLIN,CA,957654337,US,9166320184, ,08/30/2006,02/14/2008,3336C0003X,PHY39094,CA, , , , , , , , , , , , , , , , , , , , , 
1036,11670081,UNCLASSIFIED,WALGREENS - 1537,510-261-4552,3232 FOOTHILL BOULEVARD, ,OAKLAND,CA,94601,3113,ALAMEDA,6001, , , , ,2010-04-01T00:00:00.000Z,ALT REF,2010-04-01T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,23652926,-122.221513,37.783887,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALGREENS.COM,1427063759,2,WALGREEN CO,WALGREENS #01537,3,1901 E VOORHEES ST,MS720,DANVILLE,IL,618344509,US,2175548964,2175548546,07/29/2006,04/23/2008,332B00000X, , ,3336C0003X, , ,333600000X,PHY32349,CA, , , , , , , , , , , , , , , 
1037,11653742,UNCLASSIFIED,SAFEWAY,707-554-8060,774 ADMIRAL CALLAGHAN LANE, ,VALLEJO,CA,94591,3650,SOLANO,6095, , , , ,2010-04-07T00:00:00.000Z,ALT REF,2010-04-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,24541685,-122.226527,38.125383,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.SAFEWAY.COM,1205872074,2,SAFEWAY INC,SAFEWAY PHARMACY #0989,3,20427 N 27TH AVE # MSC4551, ,PHOENIX,AZ,850273241,US, , ,06/21/2006,03/12/2009,332B00000X,PHY34034,CA,3336C0003X, , , , , , , , , , , , , , , , , , , , 
1038,11676764,UNCLASSIFIED,CAREPLUS CVS PHARMACY,415-864-7030,445 CASTRO STREET, ,SAN FRANCISCO,CA,94114,2019,SAN FRANCISCO,6075, , , , ,2010-04-28T00:00:00.000Z,ALT REF,2010-04-29T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,753950604,-122.434851,37.761742,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTPS://WWW.PHARMACARE.COM,1508975079,2,"PROCARE PHARMACY, L.L.C.",CAREPLUS CVS/PHARMACY # 02708,3,1 CVS DR,BOX 1075,WOONSOCKET,RI,28956146,US, , ,08/29/2006,09/21/2009,332B00000X, , ,3336C0003X, , ,3336S0011X, , ,333600000X,PHY44470,CA, , , , , , , , , , , , 
1039,11710948,UNCLASSIFIED,TARGET,916-503-2513,10881 OLSON DRIVE, ,RANCHO CORDOVA,CA,95670,5646,SACRAMENTO,6067, , , , ,2010-04-27T00:00:00.000Z,ALT REF,2010-04-27T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,28401245,-121.285339,38.596685,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.TARGET.COM,1790918753,2,TARGET CORPORATION AND SUBSIDIARIES,TARGET PHARMACY,3,1000 NICOLLET MALL # 0910, ,MINNEAPOLIS,MN,554032542,US, , ,08/25/2009,02/22/2010,332B00000X, , ,3336C0003X,50105,CA, , , , , , , , , , , , , , , , , , 
1040,11671153,UNCLASSIFIED,UNIVERSITY OF CALIFORNIA DAVIS CLINIC PHARMACY IN DAVIS,530-747-3051,2660 WEST COVELL BOULEVARD, ,DAVIS,CA,95616,5645,YOLO,6113, , , , ,2010-04-07T00:00:00.000Z,ALT REF,2010-04-07T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,28477650,-121.782172,38.56051,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.UCDMC.UCDAVIS.EDU,1114932712,2,REGENTS OF THE UNIVERSITY OF CALIFORNIA,UC DAVIS CLINIC PHARMACY IN DAVIS,3,2660 W COVELL BLVD, ,DAVIS,CA,956165645,US,5307473051,5307473060,07/30/2006,02/10/2010,333600000X, , ,3336C0002X,PHE40255,CA, , , , , , , , , , , , , , , , , , 
1041,11670082,UNCLASSIFIED,WALGREENS - 1054,415-824-6886,3398 MISSION STREET, ,SAN FRANCISCO,CA,94110,5009,SAN FRANCISCO,6075, , , , ,2010-04-05T00:00:00.000Z,ALT REF,2010-04-05T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,23611426,-122.422193,37.742561,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALGREENS.COM,1336154665,2,WALGREEN CO,WALGREENS #01054,3,1901 E VOORHEES ST,MS790,DANVILLE,IL,618344509,US,2175548964,2175548546,07/29/2006,11/17/2009,332B00000X, , ,3336C0003X, , ,333600000X,PHY31008,CA, , , , , , , , , , , , , , , 
1042,11695928,UNCLASSIFIED,DANIEL'S PHARMACY,415-584-2210,943 GENEVA AVENUE, ,SAN FRANCISCO,CA,94112,3402,SAN FRANCISCO,6075, , , , ,2010-04-28T00:00:00.000Z,ALT REF,2010-04-28T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,23604943,-122.440394,37.716317,NAVTEQ,2009Q4,ONENTITY, ,TECHNIGRAPHICS, ,1194885418,2,DANIELS PHARMACY, , ,943 GENEVA AVE, ,SAN FRANCISCO,CA,941123402,US,4155842210,4155842202,12/08/2006,07/11/2008,333600000X,PHY367400,CA, , , , , , , , , , , , , , , , , , , , , 
1043,11665432,UNCLASSIFIED,TARGET,530-224-1437,1280 DANA DRIVE, ,REDDING,CA,96003,4038,SHASTA,6089, , , , ,2010-04-06T00:00:00.000Z,ALT REF,2010-04-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,105572059,-122.348054,40.586468,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.TARGET.COM,1063434751,2,TARGET CORPORATION AND SUBSIDIARIES,TARGET PHARMACY,3,1000 NICOLLET MALL # 0910, ,MINNEAPOLIS,MN,554032542,US, , ,07/24/2006,09/15/2008,332B00000X, , ,333600000X, , ,3336C0003X,PHY46185,CA, , , , , , , , , , , , , , , 
1044,11670046,UNCLASSIFIED,WALGREENS - 1393,415-239-0804,1630 OCEAN AVENUE, ,SAN FRANCISCO,CA,94112,1718,SAN FRANCISCO,6075, , , , ,2010-04-05T00:00:00.000Z,ALT REF,2010-04-05T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,23612866,-122.459609,37.724868,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.WALGREENS.COM,1467467795,2,WALGREEN CO,WALGREENS #01393,3,1901 E VOORHEES ST,MS720,DANVILLE,IL,618344509,US,2175548964,2175548546,07/29/2006,04/24/2008,332B00000X, , ,3336C0003X, , ,333600000X,PHY30598,CA, , , , , , , , , , , , , , , 
1045,11671551,UNCLASSIFIED,RITE AID - 6046,916-723-3379,7900 ARCADIA DRIVE, ,CITRUS HEIGHTS,CA,95610,6914,SACRAMENTO,6067, , , , ,2010-04-27T00:00:00.000Z,ALT REF,2010-04-27T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PHARMACIES",446110,PHARMACIES,24560155,-121.270618,38.680754,NAVTEQ,2009Q4,ONENTITY,YES,TECHNIGRAPHICS,HTTP://WWW.RITEAID.COM,1194731497,2,THRIFTY PAYLESS INC,RITE AID PHARMACY 06046,3,200 NEWBERRY COMMONS, ,ETTERS,PA,173199363,US,7177612633,7179758659,07/31/2006,12/03/2009,332B00000X, , ,3336C0003X,PHY44354,CA, , , , , , , , , , , , , , , , , , 
